Gene	L11.D8.Tox.KO1.Tim3p_S11	L13.D8.Tox.KO2.Tim3p_S13	L15.D8.Tox.KO3.Tim3p_S15	L17.D8.Tox.KO4.Tim3p_S2	L19.D8.Tox.KO5.Tim3p_S4	L1.D8.Tox.WT1.Tim3p_S1	L3.D8.Tox.WT2.Tim3p_S3	L5.D8.Tox.WT3.Tim3p_S5	L7.D8.Tox.WT4.Tim3p_S7	L9.D8.Tox.WT5.Tim3p_S9
Tbc1d8b	96	61	81	189	137	199	143	100	86	145
Tbc1d9	42	40	51	22	9	3	127	192	114	61
Tbc1d9b	1269	1692	1397	1185	955	1882	1526	1195	1209	1473
Tbca	886	906	961	408	320	521	674	811	591	843
Tbcb	2003	1953	1960	1372	1005	1924	1841	2198	1658	1753
Tbcc	782	752	777	717	504	958	886	922	800	701
Tbccd1	589	603	577	489	314	570	603	656	504	639
Tbcd	2125	2416	1899	1727	1294	2076	2018	1853	1583	2040
Tbce	1133	1245	1164	1030	727	1290	1047	1068	870	989
Tbcel	467	548	416	382	295	541	504	489	418	419
Tbck	466	468	389	305	232	479	382	361	325	480
Tbk1	2778	2501	2636	2151	1521	2616	2455	2359	2535	2452
Tbkbp1	274	231	244	117	79	282	208	256	248	282
Tbl1x	1867	1792	1480	1242	946	1912	1360	1164	1292	1461
Tbl1xr1	1779	1651	1692	1564	1225	2483	1672	1162	1427	1724
Tbl2	1436	1249	1333	1113	918	1367	1368	1036	1097	1317
Tbl3	1338	1616	1316	1074	905	1153	1234	1387	1269	1394
Tbp	1229	1085	1066	745	608	926	883	802	754	1032
Tbpl1	1324	1094	1141	1093	700	1162	1174	1031	1147	1160
Tbpl2	0	0	0	0	0	0	0	0	0	0
Tbr1	0	0	0	0	0	1	0	0	0	0
Tbrg1	2070	2271	2012	1524	1149	2028	1982	1969	1527	2010
Tbrg4	363	354	367	246	177	261	353	393	219	297
Tbx1	2	1	0	0	0	0	3	0	0	0
Tbx10	0	0	0	0	0	0	1	0	0	0
Tbx15	0	0	0	0	0	0	0	0	0	0
Tbx18	0	0	0	0	0	0	0	0	0	0
Tbx19	0	4	3	3	0	0	1	8	2	0
Tbx2	0	1	0	0	0	2	1	3	0	2
Tbx20	1	0	1	0	0	0	0	0	0	0
Tbx21	8987	4584	8925	7198	5874	13295	8013	4112	6702	7206
Tbx22	0	3	0	0	0	0	0	0	0	0
Tbx3	0	0	0	0	0	0	0	0	3	0
Tbx3os1	1	1	0	0	0	0	0	1	1	0
Tbx3os2	0	0	0	0	0	0	0	0	0	0
Tbx4	0	1	0	3	0	0	0	0	0	0
Tbx5	0	0	0	0	0	0	0	0	0	0
Tbx6	11	25	21	13	6	4	14	11	18	17
Tbxa2r	469	507	471	380	323	584	385	257	284	379
Tbxas1	736	732	734	423	72	46	1026	2085	1291	814
Tc2n	4	0	0	0	0	0	0	3	7	0
Tcaf1	0	1	7	0	1	2	3	0	0	0
Tcaf2	0	0	0	0	0	0	0	0	0	0
Tcaf3	0	0	0	0	0	0	0	0	0	0
Tcaim	173	181	142	81	61	135	94	83	111	172
Tcam1	42	96	36	36	7	8	28	77	27	88
Tcap	0	0	0	0	0	0	6	3	0	2
Tcea1	1247	1199	1214	812	584	919	1005	885	871	1066
Tcea1-ps1	8	12	4	6	2	4	0	4	2	3
Tcea2	238	261	181	142	80	166	177	159	154	204
Tcea3	19	11	41	6	0	2	35	66	48	13
Tceal1	0	0	0	0	1	0	0	3	2	0
Tceal3	5	2	1	1	2	2	1	3	0	0
Tceal5	0	0	0	0	0	0	0	0	0	0
Tceal6	0	0	0	0	0	0	0	0	0	0
Tceal7	0	0	0	0	0	0	0	0	0	0
Tceal8	136	135	144	57	29	26	109	170	76	181
Tceal9	1290	1050	1340	946	664	961	1045	1147	904	1104
Tceanc	366	322	319	197	175	270	205	230	232	362
Tceanc2	526	510	578	340	275	427	520	571	505	509
Tcerg1	2565	3129	2430	2378	1654	2350	2488	2157	1861	2491
Tcerg1l	0	0	0	0	0	0	0	0	0	0
Tcf12	1249	1661	1278	952	620	1211	937	771	778	1153
Tcf15	4	0	1	0	0	0	1	0	1	0
Tcf19	1581	1004	1599	1633	1387	2282	1418	1307	1173	1316
Tcf20	96	99	96	101	38	74	92	83	93	104
Tcf21	0	0	0	1	0	4	0	3	1	0
Tcf23	2	4	5	1	1	0	4	0	1	5
Tcf24	7	1	1	0	3	0	0	0	0	8
Tcf25	6102	6105	5968	4234	2999	5115	5319	5331	4586	5371
Tcf3	3666	4070	3638	3077	2176	3740	3363	2851	2888	3743
Tcf4	543	645	655	398	186	467	576	789	718	619
Tcf7	612	5685	582	370	235	490	337	341	478	546
Tcf7l1	18	23	30	16	9	48	22	15	22	17
Tcf7l2	559	533	560	180	18	50	551	1159	954	632
Tcfl5	2	1	4	0	0	0	0	3	0	0
Tchh	14	19	38	77	2	12	91	178	142	49
Tchhl1	0	0	0	0	0	0	0	0	0	0
Tchp	298	315	324	275	174	336	321	281	290	296
Tcim	0	0	1	0	0	1	0	0	0	2
Tcirg1	3112	3121	3338	2241	1170	2305	3555	4929	3958	2711
Tcl1	0	0	1	0	0	0	0	0	0	0
Tcl1b1	0	0	0	0	0	0	0	0	0	0
Tcl1b2	0	0	0	0	0	0	0	0	0	0
Tcl1b3	0	0	0	0	0	0	0	0	0	0
Tcl1b4	0	0	0	0	0	0	0	0	0	0
Tcl1b5	0	0	0	0	0	0	0	0	0	0
Tcn2	546	779	518	371	110	243	617	1032	776	469
Tcof1	3902	4134	3224	3130	2195	3980	3819	3103	3036	3282
Tcp1	5269	5424	4946	4431	3281	4238	4478	5579	4007	4897
Tcp1-ps1	1	0	0	0	0	0	0	0	0	0
Tcp10a	0	0	0	0	0	0	0	0	0	0
Tcp10b	0	0	0	0	0	0	2	0	0	0
Tcp10c	0	0	0	0	0	0	0	0	0	0
Tcp11	12	26	3	10	7	14	6	13	18	14
Tcp11l1	62	77	78	33	9	19	58	182	152	63
Tcp11l2	2366	2861	2136	1753	1150	2666	2379	1825	2000	2300
Tcp11x2	0	12	0	5	0	0	0	3	3	0
Tcrg-C1	305	391	225	80	105	18	323	398	37	459
Tcrg-C2	25	53	75	69	60	228	162	157	119	115
Tcrg-C3	0	0	3	1	0	0	1	0	1	0
Tcrg-C4	7	1	26	9	6	27	12	7	19	14
Tcrg-V1	1	0	2	0	0	5	0	0	0	0
Tcrg-V3	0	0	2	2	0	0	0	0	0	0
Tcrg-V4	0	2	1	0	1	0	0	4	3	0
Tcrg-V5	3	3	0	2	2	4	0	9	3	2
Tcrg-V6	4	4	0	4	0	0	5	0	1	0
Tcrg-V7	0	0	0	0	0	0	0	0	0	0
Tcstv1	0	0	0	0	0	0	0	0	0	0
Tcstv3	0	0	0	0	0	0	0	0	0	0
Tcta	406	450	320	277	165	345	395	538	378	412
Tcte1	0	0	0	0	0	0	0	0	0	0
Tcte2	0	2	1	0	0	0	0	0	0	0
Tcte3	4	6	3	2	0	0	2	1	2	2
Tctex1d1	6	6	6	0	1	0	5	8	5	3
Tctex1d2	83	147	88	16	25	6	66	218	117	113
Tctex1d4	17	33	16	22	13	25	20	21	21	22
Tctn1	75	70	55	29	20	44	48	86	59	37
Tctn2	25	50	4	26	6	8	28	43	24	26
Tctn3	321	251	315	200	152	243	282	255	267	222
Tdg	1064	1027	841	1044	745	1106	1047	874	741	842
Tdg-ps	1	1	2	1	0	0	0	1	1	1
Tdgf1	13	4	0	8	7	8	0	0	1	3
Tdgf1-ps1	0	0	0	0	0	0	0	0	0	0
Tdgf1-ps2	0	0	0	1	0	0	0	0	0	0
Tdh	0	7	0	0	0	0	0	0	0	0
Tdo2	11	2	16	1	4	3	14	6	3	2
Tdp1	770	937	612	660	505	612	598	731	547	794
Tdp2	1413	1177	1316	1037	783	971	947	1052	914	1283
Tdpoz1	0	0	0	0	0	0	0	0	0	0
Tdpoz2	0	0	0	0	0	0	0	0	0	0
Tdpoz3	0	0	0	0	0	0	0	0	0	0
Tdpoz4	0	0	0	0	0	0	0	0	0	0
Tdpoz5	0	0	0	0	0	0	0	0	0	0
Tdpx-ps1	7	6	19	8	7	10	7	13	9	15
Tdrd1	0	0	0	0	0	0	0	0	0	0
Tdrd12	0	4	0	0	0	5	0	3	0	3
Tdrd3	449	388	357	231	232	435	247	442	360	472
Tdrd5	0	0	1	0	0	0	0	0	0	0
Tdrd6	2	0	0	0	0	0	0	0	0	1
Tdrd7	674	860	686	375	172	230	850	1322	1003	636
Tdrd9	0	0	0	0	0	1	0	0	0	0
Tdrkh	41	42	40	62	30	60	62	41	23	23
Tdrp	6	38	3	2	5	1	9	17	8	12
Tead1	0	2	0	3	2	0	0	0	0	0
Tead2	49	32	21	17	9	19	30	6	10	28
Tead3	14	6	29	4	11	14	14	8	10	14
Tead4	0	2	7	1	1	2	0	0	0	0
Tec	584	620	683	519	353	584	528	551	537	579
Tecpr1	4283	4238	3819	3784	2352	5113	3521	1825	2284	3202
Tecpr2	287	125	132	233	44	176	240	303	190	181
Tecr	4305	4000	4069	2888	2098	3616	3623	3372	3068	3908
Tecrl	0	0	0	0	0	0	0	0	0	0
Tecta	0	0	3	4	0	0	0	1	0	0
Tectb	0	0	0	0	0	0	0	0	0	0
Tedc1	1086	1236	1375	1393	999	1266	1115	1010	1076	1034
Tedc2	202	161	275	150	111	137	193	167	139	178
Teddm1a	0	0	0	0	0	0	0	0	0	4
Teddm1b	0	0	0	0	0	0	0	0	0	0
Teddm2	14	5	22	6	10	9	13	5	6	13
Teddm3	0	0	0	0	0	0	0	0	0	0
Tef	589	826	398	388	212	414	423	256	375	429
Tefm	221	375	264	174	124	223	264	345	267	296
Tek	2	1	0	0	0	0	0	0	3	0
Tekt1	0	0	0	0	0	0	0	0	0	0
Tekt2	1	1	0	2	1	1	1	3	0	0
Tekt3	0	0	0	0	0	0	0	0	0	0
Tekt4	2	0	0	0	0	0	0	6	1	0
Tekt5	2	0	0	0	0	0	0	0	0	0
Telo2	570	687	584	609	316	532	545	778	537	547
Ten1	900	925	923	580	371	683	720	710	635	821
Tenm1	0	6	1	0	0	2	0	5	0	7
Tenm2	0	2	0	0	0	0	0	0	0	0
Tenm3	3	0	0	0	0	0	0	0	0	0
Tenm4	0	33	11	2	3	3	10	0	1	4
Tep1	1007	944	936	653	262	596	1534	2754	1728	1050
Tepp	0	0	0	0	0	2	0	0	0	0
Tepsin	664	559	602	449	312	726	581	535	527	554
Terb1	4	3	7	0	1	1	3	0	2	4
Terb2	0	0	0	0	0	0	0	0	0	0
Terc	1	3	7	1	0	1	3	2	2	1
Terf1	941	835	745	701	483	694	765	830	710	734
Terf2	492	411	502	335	224	377	386	416	373	397
Terf2ip	823	813	910	815	556	955	861	685	693	861
Tert	12	57	39	17	34	40	90	40	14	1
Tes	4238	3457	3342	3377	2825	5513	4105	2660	3143	3891
Tesc	160	140	142	107	44	72	96	42	62	86
Tescl	0	0	0	0	0	0	0	0	1	0
Tesk1	634	611	495	330	283	392	447	406	365	389
Tesk2	140	131	122	116	69	54	118	180	107	72
Tesmin	45	49	84	38	2	12	41	109	86	25
Tespa1	431	1302	416	297	211	308	313	343	249	242
Tet1	32	24	17	26	17	24	44	11	17	7
Tet2	1283	906	1153	1090	728	1498	1208	750	963	878
Tet3	816	793	693	686	409	783	780	684	587	650
Tex10	1634	1809	1695	1236	990	1573	1404	1316	1262	1821
Tex101	0	0	0	0	0	0	2	0	0	0
Tex11	0	0	0	0	6	0	0	0	0	0
Tex12	8	11	11	4	3	6	4	6	12	9
Tex13a	0	0	0	0	0	0	0	0	0	0
Tex13b	0	0	0	0	0	0	0	0	0	0
Tex13c1	0	0	0	0	0	0	0	0	0	0
Tex13c2	10	1	0	2	5	13	4	0	3	1
Tex13c3	0	0	0	0	0	0	0	0	0	0
Tex14	59	43	75	41	15	72	55	118	79	22
Tex15	21	20	34	60	101	82	44	15	54	41
Tex16	0	0	0	0	0	0	0	0	0	0
Tex19.1	0	0	0	0	0	0	0	0	0	0
Tex19.2	0	0	0	0	0	3	0	0	0	0
Tex2	1109	799	845	703	608	941	852	831	879	952
Tex21	6	0	0	0	0	0	2	5	7	0
Tex22	0	8	1	1	0	0	0	0	1	1
Tex24	0	0	0	0	0	0	0	0	0	0
Tex26	0	0	0	0	0	0	0	0	0	0
Tex261	2954	3087	2854	1857	1028	1965	2326	2424	2019	2749
Tex264	732	737	711	549	394	797	790	809	737	733
Tex28	0	0	0	0	0	0	0	0	0	0
Tex29	0	0	0	0	0	0	0	2	2	1
Tex30	645	585	663	430	396	396	385	531	351	609
Tex33	0	0	0	0	0	0	0	0	0	0
Tex35	0	0	0	0	0	0	0	0	0	0
Tex36	0	0	0	0	0	0	0	0	0	0
Tex37	0	0	0	0	0	0	0	0	0	0
Tex38	0	2	1	0	0	0	2	0	0	1
Tex43	0	0	0	0	0	0	1	0	0	0
Tex44	0	0	0	0	0	0	0	0	0	0
Tex45	0	2	0	1	0	2	0	0	0	0
Tex46	0	0	0	0	0	0	0	0	0	0
Tex47	0	0	0	0	0	0	0	0	0	0
Tex48	0	1	2	0	0	0	0	0	0	0
Tex50	0	0	0	0	0	0	0	0	0	0
Tex52	2	3	0	3	1	4	0	0	0	0
Tex9	418	347	330	290	170	337	279	240	188	333
Tfam	1398	1421	1382	1235	936	1475	1319	1208	1111	1136
Tfap2a	0	0	1	0	0	0	4	0	0	1
Tfap2b	1	4	6	3	4	4	4	4	4	4
Tfap2c	0	0	0	1	0	0	0	0	0	0
Tfap2d	0	1	0	0	0	0	0	0	0	0
Tfap2e	0	0	0	0	0	0	1	0	0	0
Tfap4	22	20	21	16	3	19	21	26	7	31
Tfb1m	125	143	165	115	95	205	176	179	140	158
Tfb2m	214	289	192	194	166	256	223	209	172	229
Tfcp2	132	201	97	44	44	44	74	134	85	187
Tfcp2l1	0	8	3	1	6	0	0	0	0	1
Tfdp1	3454	3203	3329	3027	2425	3337	3203	3019	2742	3146
Tfdp2	645	695	832	703	381	658	583	575	475	770
Tfe3	947	1243	938	666	351	560	916	1201	1032	765
Tfeb	936	773	928	533	371	664	763	852	747	844
Tfec	250	269	225	105	7	34	318	611	337	157
Tff1	4	0	1	1	1	1	2	1	3	0
Tff2	0	0	0	0	0	0	0	0	0	0
Tff3	0	0	0	0	0	0	0	0	0	0
Tfg	2134	2360	1747	1544	1075	1716	1778	1723	1602	1979
Tfip11	1086	1368	1319	1235	831	1569	1408	1024	1125	1226
Tfpi	88	164	82	42	23	49	70	120	49	133
Tfpi2	0	2	2	1	1	3	0	3	0	10
Tfpt	418	433	437	349	198	324	363	532	382	430
Tfr2	521	622	502	399	228	86	436	696	358	939
Tfrc	2135	1783	2279	2284	1595	1046	2051	1884	1136	3811
Tg	222	336	233	150	104	190	249	261	194	172
Tgds	537	485	686	413	349	512	439	441	378	462
Tgfa	1	1	0	0	0	0	1	0	0	1
Tgfb1	1258	1423	1501	782	508	917	1108	1682	1067	1133
Tgfb1i1	0	6	1	0	3	3	1	7	0	1
Tgfb2	12	1	0	0	0	0	11	4	2	0
Tgfb3	47	39	30	43	23	68	36	22	28	51
Tgfbi	3448	4212	3651	2377	278	670	4727	10298	6781	3192
Tgfbr1	545	470	433	450	244	357	477	486	656	565
Tgfbr2	3136	3103	2888	2906	2144	5268	3621	1892	2896	2831
Tgfbr3	150	386	90	101	50	12	69	110	99	207
Tgfbr3l	7	10	9	5	10	15	10	6	6	13
Tgfbrap1	790	686	604	408	256	600	656	444	360	555
Tgif1	624	743	693	315	184	385	586	707	583	646
Tgif1-ps	0	0	0	0	0	0	0	0	0	0
Tgif2	10	25	14	5	5	14	9	16	10	14
Tgif2-ps1	0	0	0	0	0	0	0	0	0	0
Tgif2-ps2	0	0	0	0	0	0	0	0	0	0
Tgif2lx1	0	0	0	0	0	0	0	0	0	0
Tgif2lx2	0	0	0	0	0	0	0	0	0	0
Tgm1	52	42	34	28	11	17	41	85	38	35
Tgm2	903	763	621	512	126	157	1212	1634	1585	1015
Tgm3	0	2	0	2	0	0	1	2	1	0
Tgm4	1	5	18	1	6	1	0	1	3	6
Tgm5	0	0	0	0	0	0	0	0	0	0
Tgm6	3	0	0	1	0	0	0	0	0	0
Tgm7	2	0	1	0	0	1	6	0	0	0
Tgoln1	5448	5182	4763	4388	3748	6293	5336	3526	4670	5156
Tgs1	1191	1064	1030	706	540	769	1008	1201	1160	1100
Tgtp1	1260	1799	1140	724	311	457	1938	2812	2108	1511
Tgtp2	3313	3816	2737	1941	1298	2771	4022	4454	4199	4095
Th	0	0	0	0	0	0	0	0	0	0
Tha1	119	179	97	70	76	129	120	110	138	101
Thada	405	818	400	384	251	593	526	294	424	410
Thap1	179	233	159	120	88	117	129	104	143	172
Thap11	852	795	851	693	486	788	821	1056	883	786
Thap12	1570	1457	1324	1103	894	1333	1078	954	915	1377
Thap2	91	80	92	85	43	85	65	133	61	117
Thap3	750	850	704	513	330	1009	893	648	685	851
Thap4	330	275	298	203	113	210	253	257	226	277
Thap6	134	165	156	121	103	119	149	195	177	192
Thap7	775	694	668	557	350	626	707	728	558	650
Thap8	1	5	1	1	1	1	7	24	4	7
Thbd	44	26	29	20	5	10	91	115	106	76
Thbs1	126	114	74	34	21	0	125	146	47	27
Thbs2	0	1	5	0	0	0	0	0	0	0
Thbs3	17	3	0	12	3	0	7	14	1	0
Thbs4	0	4	0	0	1	0	0	0	0	0
Theg	0	0	0	0	0	0	0	0	0	0
Thegl	12	4	7	4	0	0	0	12	4	6
Them4	124	113	145	92	52	77	54	59	88	109
Them5	0	0	0	0	0	0	0	0	0	0
Them6	82	91	78	61	41	104	86	125	54	91
Them7	6	14	2	0	0	0	1	1	0	2
Themis	4887	3943	4215	3321	3475	6781	4103	1726	2534	3987
Themis2	3699	4580	4236	2230	1108	2407	6332	7979	7905	4837
Themis3	0	0	0	0	0	0	0	0	0	0
Thg1l	108	115	72	59	53	111	64	96	68	110
Thnsl1	63	76	44	55	18	56	83	72	60	47
Thnsl2	55	65	68	17	23	38	29	86	44	50
Thoc1	1971	2018	2087	1359	1203	1736	1615	1779	1442	2016
Thoc2	3538	3372	3078	2689	1957	3336	2686	2114	2194	2802
Thoc3	1402	1379	1485	1324	840	1165	1195	1351	1071	1236
Thoc5	843	1005	1025	788	584	958	910	769	943	883
Thoc6	840	864	775	657	543	900	911	1063	725	796
Thoc7	1200	1238	1098	548	413	601	667	836	550	1063
Thop1	408	482	409	485	214	323	386	619	369	462
Thpo	0	0	0	0	0	0	1	0	0	0
Thra	53	51	68	30	13	13	58	74	33	63
Thrap3	2300	1553	1959	2362	1317	2651	2455	1935	1694	1895
Thrb	24	17	1	3	4	10	4	17	6	8
Thrsp	1	0	2	1	3	0	4	0	1	7
Thsd1	5	1	9	2	4	8	14	0	0	5
Thsd4	0	0	0	5	0	0	0	0	0	0
Thsd7a	0	0	0	0	0	0	0	0	0	0
Thsd7b	24	36	30	22	12	38	21	17	7	16
Thtpa	252	199	229	159	106	253	189	144	168	259
Thumpd1	2490	2168	2248	1631	1197	1626	1708	1865	1635	2255
Thumpd2	281	343	344	214	159	218	178	222	200	284
Thumpd3	1540	1911	1380	1338	951	1526	1419	1198	1117	1458
Thy1	1425	1080	1545	775	459	976	900	588	578	1058
Thyn1	1155	1222	1209	870	530	995	960	1414	862	1057
Tia1	1885	1886	1935	1150	903	1780	1481	1429	1273	1577
Tial1	502	461	550	318	282	388	287	471	364	480
Tiam1	70	70	103	66	33	46	50	120	69	52
Tiam2	103	75	118	104	15	35	118	141	133	101
Ticam1	293	226	202	134	71	200	200	179	212	140
Ticam2	117	183	149	76	34	48	169	265	232	127
Ticrr	953	535	756	727	558	808	517	454	461	736
Tie1	0	0	0	0	0	0	0	0	0	0
Tifa	475	694	653	334	52	72	710	1418	1031	569
Tifab	1569	1812	1999	765	106	205	2155	3839	3351	1824
Tigar	234	281	305	213	169	293	310	233	248	230
Tigd2	613	727	712	533	321	679	681	501	501	507
Tigd3	49	61	30	52	33	51	43	84	37	60
Tigd4	0	0	0	0	0	0	0	0	0	0
Tigd5	45	19	41	48	27	27	42	53	25	36
Tigit	1698	1529	1426	1186	975	2193	1335	686	783	959
Timd2	0	10	26	0	0	0	8	3	2	3
Timd4	17	2	6	7	2	3	2	19	17	8
Timeless	1591	1370	1885	1980	1174	1786	1701	1428	1379	1520
Timm10	302	388	360	147	125	191	258	397	212	350
Timm10b	427	450	401	207	127	264	303	334	273	336
Timm13	1599	1693	1618	914	588	988	1360	1797	1197	1491
Timm17a	2075	2014	1975	1587	1182	1753	1932	2176	1626	1841
Timm17b	1211	1151	1223	691	492	811	817	933	821	1101
Timm21	600	777	551	463	299	585	525	746	532	533
Timm22	1139	1066	1040	847	569	852	853	1037	828	838
Timm23	850	904	776	735	485	818	947	1025	755	866
Timm29	1497	1596	1374	1012	784	1076	1334	1436	1270	1391
Timm44	1017	1166	1039	833	473	800	886	1112	737	1049
Timm50	1892	2135	2016	1480	902	1408	1635	1894	1366	1894
Timm8a1	96	127	87	68	51	65	57	95	49	80
Timm8a2	0	0	0	2	0	1	4	0	0	0
Timm8b	864	913	824	377	212	402	578	706	449	797
Timm9	443	509	538	231	162	249	284	464	236	461
Timmdc1	86	83	118	76	51	91	58	77	76	91
Timp1	0	1	2	0	1	1	0	1	0	0
Timp2	893	1085	773	552	478	538	491	536	503	719
Timp3	3	0	13	2	3	0	0	0	2	11
Timp4	0	0	0	1	0	0	0	0	0	0
Tinag	0	0	0	0	0	0	0	0	0	0
Tinagl1	116	68	101	88	31	18	95	123	47	103
Tinf2	1424	1091	1258	1222	896	1451	1299	1165	1068	1107
Tiparp	1238	1189	1118	775	528	856	1129	1400	1107	1217
Tipin	3074	2586	3159	2299	1912	2228	2236	2701	1756	3111
Tiprl	1989	1994	1967	1287	1125	1762	1671	1445	1412	2104
Tirap	401	404	394	265	145	278	370	355	331	327
Tjap1	387	487	510	349	231	355	311	315	384	421
Tjp1	82	51	43	48	33	8	36	44	42	101
Tjp2	425	853	407	520	426	783	585	349	443	366
Tjp3	394	342	289	291	271	446	318	228	264	377
Tk1	1990	1444	1939	1921	1297	1744	1570	1726	1310	1958
Tk2	992	996	956	684	424	1030	912	962	882	913
Tkfc	149	197	144	106	105	118	107	112	102	127
Tkt	5975	6244	5807	4904	3134	4838	5813	6730	5300	5465
Tktl1	9	27	25	12	4	20	22	33	22	17
Tktl2	0	0	0	5	0	0	0	0	0	0
Tlcd1	121	134	135	85	74	36	149	105	66	165
Tlcd2	128	153	114	55	69	52	60	95	58	136
Tldc1	302	407	336	182	142	288	376	303	274	279
Tldc2	0	1	4	0	0	4	1	2	5	0
Tle1	233	159	197	186	174	288	174	180	132	175
Tle2	9	3	13	12	16	32	19	2	18	1
Tle3	1090	1275	1183	619	574	1288	996	850	839	1109
Tle4	2169	1779	1860	1712	1297	2293	1801	1214	1527	1738
Tle6	11	11	26	9	0	1	7	28	15	8
Tlk1	1442	1506	1616	1294	957	1624	1367	1267	1244	1655
Tlk2	484	492	500	371	241	352	434	471	331	503
Tll1	0	0	0	0	0	0	0	0	0	0
Tll2	0	0	0	0	0	0	0	0	0	0
Tln1	12477	9922	9404	10764	8857	16186	14146	9141	11544	11936
Tln2	6	32	19	0	6	2	0	4	0	3
Tlnrd1	326	336	543	234	154	261	394	375	272	469
Tlr1	506	651	470	220	70	116	581	1028	871	500
Tlr11	70	84	48	26	4	10	179	263	313	144
Tlr12	108	240	227	100	15	26	267	481	372	198
Tlr13	1462	1770	1233	863	154	252	2279	3485	2896	1386
Tlr2	360	490	499	213	52	106	519	1186	930	346
Tlr3	65	117	129	58	12	14	167	293	169	123
Tlr4	368	467	462	131	34	46	352	786	746	308
Tlr5	3	16	10	8	0	0	3	18	5	3
Tlr6	215	281	305	116	41	73	230	448	345	240
Tlr7	723	963	485	440	105	159	955	1205	1122	631
Tlr8	137	135	137	89	16	24	219	246	221	137
Tlr9	6	6	3	1	3	0	1	17	31	20
Tlx1	4	0	0	0	0	0	2	0	0	0
Tlx1os	0	0	0	0	0	0	0	0	0	0
Tlx2	0	0	0	0	0	0	0	0	0	0
Tlx3	0	0	0	0	0	0	0	0	0	0
Tm2d1	742	605	769	447	362	544	582	703	554	619
Tm2d2	1131	1392	1163	780	473	782	1013	1587	1029	1025
Tm2d3	765	715	729	462	368	523	585	668	518	684
Tm4sf1	1	0	1	2	0	0	0	1	0	0
Tm4sf19	5	0	5	0	1	0	0	1	14	0
Tm4sf20	0	0	0	0	1	1	0	0	0	3
Tm4sf4	0	0	0	0	0	0	0	0	0	0
Tm4sf5	4	11	5	4	4	10	20	9	4	4
Tm6sf1	1534	1313	1368	1188	567	1993	1534	1571	1577	1592
Tm6sf2	38	14	43	11	13	15	14	0	5	13
Tm7sf2	64	86	95	71	39	96	52	89	66	116
Tm7sf3	1563	1761	1507	1105	755	1041	1145	1220	1009	1439
Tm9sf1	1765	1920	1815	1690	1153	1904	1790	1667	1603	1854
Tm9sf2	6536	6867	6231	4634	3739	5674	5384	4572	4433	5862
Tm9sf3	10895	10516	9545	7658	6344	9541	8342	6778	7675	9503
Tm9sf4	1973	2186	1898	1624	1080	1764	2132	1614	1823	1703
Tma16	273	278	272	204	104	149	191	330	209	223
Tma7	2411	2183	2310	1633	972	1845	2157	2394	1773	2000
Tma7-ps	2	2	0	1	5	0	1	7	2	3
Tmbim1	878	550	715	538	309	585	571	749	589	747
Tmbim4	2408	2279	2459	1213	845	1656	1724	2187	1706	2309
Tmbim6	4811	5080	4971	3313	2270	4204	5036	5970	4288	4588
Tmbim7	3	0	0	0	0	0	0	0	1	2
Tmc1	0	0	0	0	0	0	1	1	5	0
Tmc2	0	0	3	0	0	0	0	1	0	1
Tmc3	1	8	2	1	0	0	0	1	1	16
Tmc4	30	26	32	10	7	2	14	17	7	11
Tmc4-ps	0	2	0	3	0	2	0	2	1	1
Tmc5	0	0	0	0	0	0	0	0	0	0
Tmc6	3072	2542	2804	2523	1989	3868	3081	2376	2196	2488
Tmc7	0	4	0	0	0	0	0	9	3	0
Tmc8	1186	1074	1234	1072	810	1902	1465	760	926	1266
Tmcc1	281	322	429	265	110	127	315	645	489	223
Tmcc2	333	366	349	770	152	19	375	939	85	832
Tmcc3	134	190	125	87	32	160	276	295	215	146
Tmcc3os	0	0	1	0	0	0	0	0	0	0
Tmco1	2084	1942	1869	1035	963	1264	1359	1662	1240	2206
Tmco2	0	0	0	0	0	0	0	0	0	0
Tmco3	590	623	660	387	345	591	516	422	513	543
Tmco4	1397	1276	1043	1306	817	1497	1292	963	992	1097
Tmco5	0	0	0	0	0	0	0	0	0	0
Tmco5b	0	0	0	0	0	0	0	0	0	0
Tmco6	449	436	445	254	229	402	330	338	337	408
Tmed1	337	302	282	243	159	204	312	498	343	356
Tmed10	3135	3048	3254	2315	1444	2169	3170	4430	3282	2851
Tmed11	0	0	0	0	0	0	0	0	0	0
Tmed2	3195	2991	3011	2189	1666	2697	2630	2767	2456	2769
Tmed3	1083	1284	1178	687	426	704	833	1137	855	959
Tmed4	1264	1503	1343	938	525	1037	1156	1487	1202	1145
Tmed5	2610	2382	2531	1450	1221	1839	1592	1585	1543	2367
Tmed6	0	2	18	8	0	0	10	27	7	14
Tmed7	3958	3703	3611	2486	2188	3506	3151	2854	2896	3594
Tmed8	325	234	348	255	152	253	242	243	312	244
Tmed9	7866	6023	7787	6141	3737	7415	6812	8290	6336	5982
Tmeff1	0	4	4	0	0	0	4	19	0	0
Tmeff2	0	0	0	0	0	0	0	0	0	0
Tmem100	0	0	0	0	1	0	1	2	1	0
Tmem101	201	256	229	173	119	207	217	249	193	264
Tmem102	0	0	3	0	0	3	0	1	1	0
Tmem104	909	982	763	617	364	733	1076	1206	1023	917
Tmem106a	1141	1224	1156	517	161	283	1483	2799	2097	1119
