geneName	L21.Seq29.FA.11.WT.I	L22.Seq29.FA.11.KO.I	L23.Seq29.FA.12.WT.I	L24.Seq29.FA.12.KO.I	L25.Seq29.FA.13.WT.I	L26.Seq29.FA.13.KO.I	L27.Seq29.FA.14.WT.I	L28.Seq29.FA.14.KO.I	L29.Seq29.FA.15.WT.I	L30.Seq29.FA.15.KO.I
Gm10129	0	0	0	0	0	0	0	0	0	0
Gm10130	9	14	18	14	15	36	27	21	28	52
Gm10131	53	52	49	66	75	61	64	65	64	106
Gm10132	16	8	5	7	3	3	5	3	5	11
Gm10134	0	0	0	0	0	0	0	0	0	0
Gm10135	0	0	0	1	0	0	0	0	1	0
Gm10136	12	16	13	16	17	16	8	21	11	15
Gm10138	16	12	8	25	24	29	34	20	8	41
Gm10139	0	0	0	0	0	0	0	0	0	0
Gm10142	0	0	0	0	0	0	0	0	0	0
Gm10143	6	17	27	14	17	31	37	21	11	21
Gm10145	2	2	1	3	0	3	6	0	1	2
Gm10146	0	0	5	2	3	3	1	0	0	4
Gm10147	0	0	0	0	0	0	0	0	0	0
Gm10152	0	0	0	0	0	0	0	0	0	0
Gm10153	0	0	0	0	0	0	0	0	0	0
Gm10154	0	0	0	0	0	0	1	0	0	0
Gm10155	0	0	0	1	0	0	2	0	1	1
Gm10156	0	0	1	1	1	2	1	0	0	1
Gm10157	0	0	0	2	1	3	1	2	1	6
Gm10160	1	0	1	0	0	1	0	0	0	0
Gm10161	0	0	0	0	0	0	0	0	0	0
Gm10163	0	0	0	4	1	0	1	0	0	0
Gm10165	0	0	0	0	0	0	0	0	0	0
Gm10167	1	1	1	1	1	6	2	3	4	4
Gm10169	0	0	0	0	0	0	0	0	0	0
Gm10171	0	0	0	0	0	0	0	0	0	0
Gm10172	0	0	0	0	0	0	0	0	0	0
Gm10175	9	5	1	0	3	1	0	5	9	3
Gm10176	0	0	0	0	0	0	0	0	0	0
Gm10177	9	14	15	38	17	19	15	17	28	30
Gm10179	0	1	0	0	0	0	0	0	0	0
Gm10180	0	0	0	1	0	0	1	1	3	0
Gm10181	0	0	0	0	0	0	0	0	0	0
Gm10182	0	0	0	0	0	0	0	1	0	0
Gm10184	2	2	5	5	2	0	2	7	2	12
Gm10188	0	0	0	0	0	0	0	0	0	0
Gm10190	0	0	0	0	0	0	0	0	0	0
Gm10192	0	0	0	0	0	0	0	0	0	0
Gm10193	1	0	1	1	0	1	2	0	2	0
Gm10197	0	0	0	0	0	0	0	0	0	0
Gm10198	0	0	0	0	0	0	0	0	0	0
Gm10203	0	0	0	0	0	0	0	0	0	0
Gm10205	0	0	0	0	0	0	1	0	0	0
Gm10209	38	30	51	39	38	59	17	10	19	56
Gm10212	0	0	1	1	1	0	1	0	0	3
Gm10217	0	0	0	0	0	0	0	0	0	0
Gm10220	0	0	0	0	0	0	0	0	0	0
Gm10221	1	2	2	2	0	1	1	2	0	4
Gm10222	0	0	0	0	0	0	0	1	0	0
Gm10224	5	2	4	6	2	5	8	2	4	7
Gm10226	48	52	85	43	49	50	45	82	46	86
Gm10228	0	0	0	0	0	0	0	0	0	0
Gm10229	0	0	0	0	0	0	0	0	0	0
Gm10230	0	0	0	0	0	0	0	0	0	0
Gm10231	0	0	0	0	0	0	0	0	0	0
Gm10232	4	6	0	1	3	5	2	1	2	0
Gm10233	0	0	0	0	0	0	0	0	0	1
Gm10234	0	0	0	0	0	0	0	0	0	0
Gm10237	0	0	0	0	1	1	0	1	0	2
Gm10238	0	0	0	0	0	0	0	0	0	0
Gm10240	2	2	0	8	4	5	2	9	12	7
Gm10241	0	0	1	0	0	1	0	0	1	1
Gm10242	0	0	0	0	0	0	0	0	0	0
Gm10243	0	4	0	11	11	2	1	3	6	5
Gm10244	8	6	0	9	8	15	12	14	3	5
Gm10247	9	1	9	15	7	4	3	13	5	12
Gm10248	0	0	0	0	0	0	0	0	0	0
Gm10250	35	40	42	77	39	50	52	58	32	54
Gm10251	0	0	0	0	0	0	0	0	0	0
Gm10252	0	0	0	0	0	0	0	0	0	2
Gm10253	0	0	0	0	0	0	2	0	4	0
Gm10254	1	4	4	4	5	9	2	9	4	4
Gm10256	0	0	0	0	0	0	0	0	0	0
Gm10258	0	0	0	0	0	0	0	0	0	0
Gm10259	0	0	0	0	0	0	0	0	0	0
Gm10260	0	0	0	0	0	0	0	0	0	0
Gm10263	4	0	1	1	1	0	0	0	0	5
Gm10264	0	0	0	0	0	0	0	0	0	0
Gm10267	0	0	0	0	0	0	0	0	0	0
Gm10268	0	0	0	2	0	2	0	0	2	0
Gm10269	5	5	4	5	4	1	8	4	1	6
Gm10271	1	0	0	1	0	1	2	0	0	0
Gm10272	0	0	0	0	0	0	0	0	0	0
Gm10273	1	0	0	1	1	3	3	1	0	1
Gm10275	18	9	18	12	19	11	5	9	13	20
Gm10277	0	0	0	1	6	0	0	0	0	0
Gm10280	0	0	0	0	0	0	0	0	0	0
Gm10282	24	19	25	32	26	24	28	29	31	38
Gm10283	0	0	0	0	0	0	0	0	0	0
Gm10284	2	2	3	7	3	2	4	6	1	5
Gm10286	69	21	98	44	62	29	178	35	69	18
Gm10287	0	0	0	0	0	0	0	0	0	1
Gm10288	18	20	20	44	23	21	16	31	18	28
Gm10290	2	4	1	2	0	1	2	1	0	1
Gm10291	3	1	8	4	4	3	6	3	3	4
Gm10292	0	0	0	0	0	0	0	1	0	0
Gm10293	3	6	2	5	2	3	5	3	1	3
Gm10295	0	0	0	0	0	0	0	0	0	0
Gm10297	2	0	0	0	0	0	0	0	0	0
Gm10298	0	0	0	0	0	0	0	0	1	0
Gm10300	4	3	8	3	5	4	0	0	6	8
Gm10302	0	0	0	0	0	0	0	0	0	0
Gm10305	0	0	2	0	0	0	0	0	0	0
Gm10306	0	0	0	0	0	1	0	0	0	0
Gm10307	0	0	1	0	0	0	0	1	0	0
Gm10308	0	0	0	0	0	0	0	0	0	0
Gm10309	1	9	4	15	0	1	4	8	0	11
Gm10310	0	0	0	0	0	0	0	0	0	0
Gm10312	0	0	0	0	0	0	0	0	0	0
Gm10313	1	2	0	2	3	1	1	1	1	5
Gm10318	0	0	0	0	0	0	0	0	0	0
Gm10319	1	0	0	0	0	0	0	0	0	0
Gm10320	2	6	3	3	2	3	8	2	0	2
Gm10322	1	0	0	0	0	0	0	1	0	0
Gm10324	0	0	0	0	0	0	0	0	0	0
Gm10327	1	2	3	6	3	5	5	3	3	7
Gm10330	0	0	0	0	0	0	0	0	0	0
Gm10334	0	0	0	0	0	0	0	0	0	0
Gm10335	0	2	3	0	2	1	1	1	2	6
Gm10337	0	0	0	0	1	0	0	0	0	0
Gm10338	0	0	0	0	0	0	0	0	0	0
Gm10339	0	0	0	0	0	0	0	0	0	0
Gm10340	0	0	0	0	0	0	0	0	0	0
Gm10343	8	1	9	6	8	4	6	1	10	6
Gm10344	0	0	0	0	0	0	0	0	0	0
Gm10351	0	0	0	0	0	0	0	0	0	0
Gm10352	0	0	0	0	0	0	0	0	0	0
Gm10354	0	0	0	0	0	0	0	0	0	0
Gm10355	0	0	0	0	0	0	0	0	0	0
Gm10356	1	1	1	1	0	1	1	1	0	1
Gm10357	0	0	0	1	0	0	0	1	0	1
Gm10358	1	2	3	12	9	16	8	11	14	34
Gm10359	0	0	0	2	1	2	0	0	0	0
Gm10360	0	0	0	0	0	0	0	0	0	0
Gm10364	5	2	1	3	2	3	2	0	0	0
Gm10369	26	26	24	23	26	27	29	26	11	53
Gm10371	0	0	0	0	0	1	0	0	0	2
Gm10373	0	1	1	0	0	0	1	0	0	0
Gm10375	0	0	0	0	0	0	0	0	0	0
Gm10376	0	0	0	0	0	0	0	0	0	0
Gm10377	0	0	0	0	0	0	0	0	0	0
Gm10378	0	0	0	0	0	0	0	0	0	0
Gm10382	41	24	14	41	50	37	60	42	12	37
Gm10384	0	0	0	0	0	0	0	0	0	0
Gm10388	23	8	23	29	22	18	35	12	27	35
Gm10390	14	5	12	9	9	20	17	11	7	9
Gm10392	4	3	6	18	6	8	4	8	4	4
Gm10398	0	0	0	0	0	0	0	0	0	0
Gm10399	1	4	0	3	1	1	0	0	0	2
Gm10400	0	0	0	0	0	0	0	0	0	0
Gm10401	0	0	0	0	0	0	0	0	0	0
Gm10406	0	0	0	0	0	0	0	0	0	0
Gm10408	0	0	0	0	0	0	0	0	0	0
Gm10409	0	0	0	0	0	0	0	0	0	0
Gm10410	0	0	0	0	0	0	0	0	0	0
Gm10413	0	0	0	0	0	0	0	0	0	0
Gm10415	0	0	0	0	0	0	0	0	0	0
Gm10416	9	6	13	5	17	10	9	21	3	15
Gm10417	0	0	0	0	0	0	0	0	0	0
Gm10418	0	0	0	0	0	0	0	0	0	0
Gm10419	5	0	0	0	0	4	0	0	0	0
Gm10420	0	1	1	1	2	0	2	0	0	0
Gm10421	0	0	0	0	0	0	0	0	0	0
Gm10424	0	0	0	0	0	0	0	0	0	0
Gm10425	0	0	0	0	0	0	0	0	0	0
Gm10428	0	0	0	0	0	0	0	0	0	0
Gm1043	0	5	4	3	0	0	0	0	2	0
Gm10432	0	3	2	2	5	0	1	0	7	1
Gm10433	5	0	2	2	3	2	4	2	1	0
Gm10434	1	0	1	0	0	3	0	0	0	0
Gm10435	0	0	0	0	0	0	0	0	0	0
Gm10436	0	0	0	0	0	0	0	0	0	0
Gm10439	0	0	0	0	0	0	0	0	0	0
Gm10440	0	0	0	0	0	0	0	0	0	0
Gm10441	0	0	0	0	0	0	0	0	0	0
Gm10443	0	1	2	4	3	1	2	1	6	1
Gm10444	0	0	0	0	0	0	0	0	0	0
Gm10445	0	0	0	0	0	0	0	0	0	0
Gm10447	0	0	0	0	0	0	0	0	0	0
Gm10451	66	110	26	69	60	81	67	43	77	106
Gm10457	0	1	0	0	1	1	0	0	2	1
Gm10459	0	2	1	1	0	3	0	1	0	0
Gm10461	0	1	5	0	0	0	0	1	0	0
Gm10463	4	0	2	4	1	0	0	0	0	0
Gm10465	0	0	0	0	0	0	0	0	0	0
Gm10466	0	0	0	0	0	0	0	0	0	0
Gm10471	0	0	0	0	0	0	0	0	0	0
Gm10472	0	0	0	0	0	0	0	0	0	0
Gm10475	0	0	0	0	0	0	0	0	0	0
Gm10477	0	0	0	0	0	0	0	0	0	0
Gm10478	7	4	5	1	5	6	1	15	5	3
Gm10479	0	0	0	0	0	0	1	0	0	1
Gm10481	0	1	1	1	0	2	2	0	0	2
Gm10482	0	0	0	0	1	0	0	0	0	0
Gm10484	0	0	2	0	0	0	0	0	0	0
Gm10486	0	0	0	0	0	0	0	0	0	0
Gm10487	0	0	0	0	0	0	0	0	0	0
Gm10488	0	0	0	0	0	0	0	0	0	0
Gm10489	6	0	0	1	3	3	2	0	0	1
Gm10490	2	0	0	0	0	0	0	0	0	0
Gm10491	0	0	0	0	0	0	0	0	0	0
Gm10493	0	0	0	0	0	0	0	0	0	0
Gm10499	5	1	2	2	3	2	4	11	3	8
Gm10501	7	2	10	12	6	7	9	9	4	33
Gm10505	35	55	58	85	68	74	97	118	40	123
Gm10509	70	60	95	62	70	52	62	83	40	87
Gm10513	0	0	0	0	0	0	0	0	0	0
Gm10516	3	0	16	9	2	0	0	0	0	0
Gm10517	6	5	4	3	9	11	29	22	7	8
Gm10518	0	2	0	5	1	2	6	4	4	0
Gm10521	8	14	4	24	2	10	8	14	1	15
Gm10522	74	51	92	71	78	70	85	89	79	193
Gm10524	131	166	190	162	171	130	125	155	94	131
Gm10530	0	0	0	0	0	0	0	0	0	0
Gm10531	0	0	0	0	0	0	0	0	0	0
Gm10532	0	0	0	0	0	0	0	0	0	0
Gm10535	0	5	5	1	0	0	4	1	0	3
Gm10537	0	0	0	0	0	0	0	0	0	0
Gm10538	1	0	0	0	0	0	0	0	0	0
Gm10540	2	1	1	0	0	0	2	0	0	3
Gm10542	0	0	0	0	0	0	0	0	0	0
Gm10544	0	0	0	0	0	0	0	0	0	0
Gm10545	0	0	0	0	0	0	0	0	0	0
Gm10548	62	64	59	54	52	80	81	102	30	87
Gm10549	0	0	0	0	0	0	0	0	0	0
Gm10550	0	2	0	1	0	0	0	0	0	0
Gm10552	2	2	7	2	0	4	1	6	2	2
Gm10553	0	0	0	0	0	0	0	0	0	0
Gm10555	0	3	0	0	3	1	0	0	0	3
Gm10556	0	0	0	0	0	0	0	0	0	0
Gm10557	64	62	51	59	53	58	61	61	48	76
Gm10558	0	4	0	10	0	3	8	4	0	2
Gm10561	0	0	1	0	1	1	0	0	0	0
Gm10563	0	2	2	2	2	2	1	1	1	1
Gm10564	2	0	0	0	0	0	0	0	0	1
Gm10566	0	0	1	3	1	0	1	1	1	3
Gm10568	0	0	0	0	0	0	0	0	0	0
Gm10570	0	0	0	0	0	0	1	3	0	0
Gm10571	0	0	0	4	0	5	2	0	6	0
Gm10575	0	3	4	0	0	1	1	9	0	6
Gm10576	0	0	0	0	0	0	0	0	0	0
Gm10577	0	0	0	0	0	0	0	0	0	0
Gm10578	0	0	0	0	0	0	0	0	0	0
Gm10580	0	0	0	0	0	0	0	0	0	0
Gm10581	0	0	0	0	0	0	0	0	0	0
Gm10582	0	0	0	0	0	0	0	0	0	0
Gm10583	3	0	0	0	0	0	0	0	0	0
Gm10584	0	0	0	0	0	0	0	0	0	0
Gm10591	0	0	0	0	0	0	0	0	0	0
Gm10593	0	0	0	0	0	0	0	0	0	0
Gm10600	0	0	0	0	0	0	0	0	0	0
Gm10601	0	0	0	0	0	0	0	0	0	0
Gm10602	5	3	11	7	28	9	22	10	1	5
Gm10603	18	14	31	9	16	22	33	12	24	20
Gm10604	3	0	0	0	0	0	0	3	0	1
Gm10605	4	0	0	0	0	0	0	0	0	0
Gm10608	1	1	2	1	0	0	1	1	0	1
Gm10610	0	0	0	0	0	0	0	0	0	0
Gm10612	0	0	0	0	0	0	0	0	0	0
Gm10614	0	0	0	0	2	0	0	0	0	0
Gm10616	4	3	4	1	2	1	0	3	3	4
Gm10617	1	3	6	2	1	1	0	3	0	4
Gm10619	0	0	0	0	0	0	0	0	0	0
Gm10620	0	0	0	0	0	0	0	0	0	0
Gm10623	0	0	0	0	1	0	0	0	0	0
Gm10629	0	0	0	0	0	0	0	0	0	0
Gm10631	0	0	0	0	0	0	0	0	0	0
Gm10634	0	0	0	1	0	0	0	1	0	0
Gm10635	0	0	0	0	0	0	0	0	0	0
Gm10636	0	0	0	0	0	0	0	0	0	0
Gm10637	0	0	0	0	0	0	0	0	0	0
Gm10638	0	0	1	0	3	2	2	0	0	0
Gm10639	0	0	1	0	0	0	0	0	0	0
Gm10640	3	14	11	10	3	3	11	4	2	11
Gm10642	65	26	68	39	70	37	22	55	45	60
Gm10643	34	39	46	43	27	23	51	35	20	57
Gm10644	1	0	7	0	4	0	9	2	1	3
Gm10645	0	0	0	0	0	0	0	0	0	0
Gm10646	0	0	0	0	0	0	0	0	0	0
Gm10647	0	0	0	0	0	0	0	0	0	0
Gm10648	0	1	0	1	0	0	7	0	0	0
Gm10649	0	0	0	0	0	0	0	0	0	0
Gm10650	0	0	0	0	0	0	0	0	0	0
Gm10651	0	1	0	0	0	0	1	1	0	0
Gm10652	0	3	0	0	0	1	0	0	0	0
Gm10653	0	2	0	0	0	0	1	0	0	1
Gm10654	1	2	0	0	0	0	0	0	4	3
Gm10655	2	4	3	3	7	3	8	3	2	10
Gm10657	0	0	0	0	0	0	0	0	0	0
Gm10658	13	8	8	9	1	7	1	21	2	10
Gm10660	0	0	0	0	0	0	0	0	0	0
Gm10662	0	0	0	0	0	0	0	0	0	0
Gm10663	0	0	0	0	0	0	0	0	0	0
Gm10665	0	0	0	0	0	0	0	0	0	0
Gm10666	0	0	0	0	0	0	0	0	0	0
Gm10668	0	0	0	0	0	0	0	0	0	0
Gm10670	0	0	0	0	0	0	0	0	0	0
Gm10676	32	15	17	19	29	44	16	26	14	34
Gm10680	0	0	0	0	0	0	0	0	0	0
Gm10681	0	0	0	0	0	0	0	0	0	0
Gm10683	0	0	0	0	0	0	0	0	0	0
Gm10684	4	3	1	0	1	1	0	0	3	6
Gm10685	0	0	0	0	0	0	0	0	0	0
Gm10686	2	1	0	0	2	0	0	1	0	1
Gm10687	0	0	0	0	0	0	0	0	0	0
Gm10688	10	5	10	6	10	17	14	17	7	11
Gm10689	18	21	25	95	79	72	84	72	97	202
Gm10693	0	0	0	0	0	0	0	0	0	0
Gm10696	0	0	0	0	0	0	0	0	0	0
Gm10697	0	0	0	0	0	0	0	0	0	0
Gm10698	17	18	10	11	11	12	21	17	7	22
Gm10699	0	0	0	0	0	0	0	0	0	0
Gm1070	26	22	24	7	1	21	24	48	6	19
Gm10701	0	2	0	0	0	0	0	0	0	0
Gm10702	0	0	0	0	0	0	0	0	0	0
Gm10704	1	1	0	0	0	1	2	2	2	5
Gm10705	9	12	4	13	14	8	18	16	6	22
Gm10706	0	0	0	0	0	0	0	0	0	0
Gm10709	1	0	1	0	0	1	1	0	0	1
Gm10710	0	0	0	0	0	0	0	0	0	0
Gm10714	0	0	0	2	0	0	1	0	1	0
Gm10715	0	0	0	0	0	0	0	0	0	0
Gm10717	2	4	0	1	7	0	2	1	4	0
Gm10718	0	0	0	1	0	0	0	0	0	0
Gm10719	3	5	2	2	1	0	0	1	5	0
Gm10720	1	0	1	0	0	1	0	0	0	0
Gm10721	0	0	0	0	0	0	0	0	0	0
Gm10722	6	5	0	2	2	0	1	2	4	0
Gm10723	0	0	0	0	0	0	0	0	0	0
Gm10727	0	0	0	0	0	1	0	0	0	0
Gm10728	0	0	0	0	0	0	0	0	0	0
Gm10729	0	0	0	0	0	0	0	0	0	0
Gm10730	0	0	0	0	0	1	0	0	0	0
Gm10731	0	0	0	0	0	0	0	0	0	0
Gm10735	0	0	0	0	0	0	0	0	0	0
Gm10736	7	3	3	6	3	4	6	5	1	3
Gm10741	0	0	0	0	0	0	0	0	0	0
Gm10743	0	0	0	0	0	0	0	0	0	0
Gm10744	0	0	3	0	2	0	0	0	4	0
Gm10745	0	0	0	0	0	0	0	0	0	0
Gm10747	0	0	0	0	0	0	0	0	0	0
Gm10748	0	0	0	0	0	0	0	0	0	0
Gm10750	0	0	0	0	0	0	0	0	0	0
Gm10752	13	6	20	12	16	8	25	3	9	10
Gm10754	0	0	0	0	0	0	0	0	0	0
Gm10762	56	28	40	42	31	44	94	49	25	62
Gm10764	0	0	0	0	0	0	0	0	0	0
Gm10766	10	9	14	29	14	11	13	13	16	22
Gm10767	23	20	23	29	46	57	32	42	30	34
Gm10770	0	0	0	0	0	0	0	0	0	0
Gm10772	0	0	0	0	0	0	0	0	0	0
Gm10773	5	2	6	1	3	3	3	0	2	5
Gm10774	0	0	0	0	0	0	0	0	0	0
Gm10775	0	0	0	0	0	0	0	0	0	0
Gm10778	8	4	9	14	15	11	8	12	6	6
Gm10780	0	0	0	0	0	0	0	0	0	0
Gm10782	0	0	0	0	0	0	0	0	0	0
Gm10784	0	0	0	0	0	0	0	0	0	0
Gm10785	62	33	57	40	32	50	43	51	30	50
Gm10787	0	0	0	0	0	0	0	0	0	0
Gm10790	0	0	0	0	1	0	0	0	3	0
Gm10794	0	0	0	0	0	0	0	0	0	0
Gm10797	0	0	0	0	0	0	0	0	0	0
Gm10799	0	0	0	0	0	0	0	0	0	0
Gm10800	118	108	89	94	48	24	3	48	52	2
Gm10801	23	17	8	16	7	3	1	9	3	0
Gm10803	0	0	0	0	0	0	0	0	0	0
Gm10804	9	15	4	15	6	13	16	20	1	2
Gm10805	0	0	0	0	0	0	0	0	0	0
Gm10807	0	0	0	0	0	0	0	0	1	0
Gm10811	0	0	0	0	0	0	0	0	0	0
Gm10812	0	0	0	0	0	0	0	0	0	0
Gm10813	0	0	0	0	0	0	0	0	0	0
Gm10814	18	11	19	9	25	15	10	11	16	9
Gm10819	3	2	0	2	0	0	0	3	1	2
Gm10822	0	1	0	0	7	5	0	3	0	3
Gm10824	0	0	0	0	0	0	0	0	0	0
Gm10825	0	0	0	0	0	0	0	0	0	1
Gm10826	0	0	1	0	0	0	0	0	0	0
Gm10827	2	14	2	11	13	8	1	23	4	6
Gm10829	0	0	0	0	0	0	0	0	0	0
Gm10830	0	0	0	0	0	0	0	0	0	0
Gm10837	7	2	11	3	3	6	2	5	6	2
Gm10840	2	1	0	1	4	0	2	0	0	1
Gm10842	0	0	0	0	0	0	0	0	0	0
Gm10845	0	0	0	0	0	0	0	0	0	0
Gm10848	0	0	0	0	0	0	0	0	0	0
Gm10849	0	0	0	0	0	0	0	0	0	0
Gm10851	40	41	59	49	23	48	82	31	59	61
Gm10855	0	0	0	0	0	0	0	0	0	0
Gm10857	0	0	0	0	0	0	0	0	0	0
Gm10860	0	0	0	0	0	0	0	0	0	0
Gm10862	0	0	0	0	0	0	0	0	0	0
Gm10863	57	48	10	46	41	27	30	39	33	67
Gm10874	0	0	0	1	1	0	0	0	0	1
Gm10912	0	0	0	0	0	0	0	0	0	0
Gm10913	0	0	0	1	1	0	0	1	1	1
Gm10916	1	3	4	9	1	7	0	1	2	0
Gm10923	1	0	0	1	1	0	0	0	0	0
Gm10925	0	0	1	0	1	0	0	0	1	0
Gm10931	0	0	0	0	0	0	0	0	0	0
Gm10933	0	0	1	0	0	0	0	0	0	0
Gm10936	0	0	0	0	0	0	0	0	0	0
Gm10941	9	6	4	13	5	5	16	10	1	7
Gm10944	0	0	0	0	0	0	0	0	0	0
Gm10945	0	0	0	0	0	0	0	0	0	0
Gm10959	0	0	0	0	0	0	0	0	1	0
Gm10961	0	0	1	1	5	0	0	4	2	0
Gm10964	0	0	0	0	0	1	0	0	0	0
Gm10972	0	0	0	0	0	0	0	0	0	2
Gm10974	1	0	4	0	0	2	2	0	1	2
Gm10985	0	0	0	0	0	0	0	0	0	0
Gm10988	4	2	5	0	0	0	0	5	1	10
Gm10997	1	6	6	2	7	11	0	6	3	13
Gm10999	0	0	0	0	0	0	0	0	0	0
Gm11007	0	0	0	0	0	0	0	0	0	0
Gm11008	0	0	0	0	0	0	0	0	0	0
Gm11009	0	0	0	0	0	0	0	0	0	0
Gm11011	0	0	0	0	0	0	0	0	0	0
Gm11020	0	0	0	0	0	0	0	0	0	0
Gm11025	1	0	0	0	2	0	0	0	0	0
Gm11027	0	3	2	0	1	0	1	0	1	0
Gm11032	0	0	0	0	0	0	0	0	0	0
Gm11033	0	0	0	0	0	0	0	0	0	0
Gm11034	0	0	0	0	0	0	0	0	0	0
Gm11037	0	0	0	0	0	0	0	0	0	0
Gm11042	0	0	0	0	0	0	0	0	0	0
Gm11060	0	0	0	0	0	0	0	0	0	0
Gm11065	0	0	0	0	0	0	0	0	0	0
Gm11077	0	0	0	0	0	2	0	0	0	2
Gm11084	2	0	0	0	0	0	0	2	2	0
Gm11096	0	0	0	0	0	0	0	0	0	0
Gm11099	0	0	0	0	0	2	2	0	0	0
Gm1110	0	0	0	0	0	0	0	0	0	0
Gm11100	11	4	5	4	3	0	2	3	3	2
Gm11105	0	0	0	0	0	0	0	0	0	0
Gm11107	0	0	0	0	0	0	0	0	0	0
Gm11109	0	0	0	0	0	0	0	0	0	0
Gm11110	167	218	210	313	339	270	265	261	221	426
Gm11111	0	0	0	0	0	0	0	0	0	0
Gm11114	0	0	0	0	0	0	0	0	0	0
Gm11115	0	0	0	0	0	0	0	0	0	0
Gm11116	0	0	0	0	0	0	0	0	0	0
Gm11127	2	1	0	1	1	1	0	0	0	3
Gm1113	0	0	0	0	0	1	0	0	0	0
Gm11131	118	92	119	90	106	84	131	119	112	254
Gm11146	0	0	0	0	0	0	0	0	0	0
Gm11149	0	0	0	0	0	0	0	0	0	0
Gm11168	0	0	1	1	2	0	0	2	0	0
Gm11172	0	0	0	0	0	0	0	0	0	0
Gm11175	0	0	0	0	0	0	0	0	0	0
Gm11184	0	0	0	0	1	0	0	0	0	0
Gm11185	0	1	6	0	1	2	2	2	2	5
Gm11186	0	0	0	1	0	0	6	0	0	0
Gm11188	0	0	0	0	0	0	0	0	0	0
Gm11189	0	0	0	2	0	1	0	1	0	0
Gm11190	0	0	0	0	0	0	0	0	0	0
Gm11191	0	0	0	0	0	0	2	0	0	0
Gm11192	0	2	1	0	0	0	0	6	0	2
Gm11195	0	0	0	0	0	0	0	0	0	0
Gm11196	0	0	4	3	2	1	4	1	4	2
Gm11197	0	0	0	0	0	0	0	0	0	0
Gm11198	0	1	0	1	0	0	1	3	0	0
Gm11199	0	0	0	0	0	0	0	0	0	0
Gm11200	0	0	0	0	0	0	0	0	0	0
Gm11201	2	12	16	9	2	5	4	7	3	2
Gm11203	0	0	0	0	0	0	0	0	0	0
Gm11204	0	0	0	0	0	0	0	0	0	0
Gm11205	4	1	0	7	0	2	0	2	1	4
Gm11207	0	0	0	0	0	0	0	0	0	0
Gm11209	1	3	0	1	3	6	10	3	1	6
Gm11210	7	4	1	5	4	5	0	2	1	4
Gm11211	0	0	0	0	1	0	1	0	2	3
Gm11212	2	9	3	8	6	2	1	9	0	2
Gm11213	0	0	0	0	0	0	0	0	0	0
Gm11214	0	0	0	2	0	1	2	0	0	1
Gm11216	0	0	0	0	0	0	0	0	0	0
Gm11217	0	0	0	0	0	0	0	0	0	0
Gm11218	0	0	0	0	0	0	0	0	0	0
Gm11219	0	0	0	0	0	0	0	0	0	0
Gm11220	0	0	0	0	0	0	0	0	0	0
Gm11221	3	2	1	7	2	1	2	4	2	3
Gm11222	1	0	1	0	0	1	0	0	0	1
Gm11223	26	33	28	29	12	29	29	33	8	33
Gm11224	0	1	0	0	1	0	1	0	0	0
Gm11225	0	0	0	0	0	0	0	0	1	1
Gm11227	0	0	0	0	0	0	0	0	0	0
Gm11228	0	0	0	0	0	0	0	0	0	0
Gm11229	0	0	0	0	0	0	0	0	0	0
Gm1123	9	3	15	7	12	8	12	12	2	25
Gm11231	0	0	0	0	0	0	0	0	0	0
Gm11232	0	0	0	0	0	0	0	0	0	0
Gm11233	0	0	0	0	0	0	0	0	0	0
Gm11234	0	0	0	0	0	0	0	0	0	0
Gm11235	0	0	0	0	0	0	0	0	0	0
Gm11236	0	0	0	0	0	0	0	0	0	0
Gm11237	0	0	0	0	0	0	0	0	0	0
Gm11238	0	0	0	0	0	0	0	0	0	0
Gm11239	0	0	0	0	0	0	0	0	0	0
Gm11240	0	0	0	0	0	0	0	0	0	0
Gm11241	0	0	0	0	0	0	0	0	0	0
Gm11242	0	0	0	0	0	0	0	0	0	0
Gm11243	0	0	0	0	0	0	0	0	0	0
Gm11244	0	0	0	0	0	0	0	0	0	0
Gm11245	0	0	0	0	0	0	0	0	0	0
Gm11246	0	0	0	2	0	0	1	2	0	1
Gm11248	0	0	0	0	0	0	0	0	0	0
Gm11249	10	11	14	9	15	10	15	5	6	15
Gm11250	0	0	0	0	0	0	0	0	0	0
Gm11251	0	0	0	0	0	0	0	0	0	0
Gm11252	0	0	0	0	0	0	0	0	0	0
Gm11253	0	0	0	0	0	0	0	0	0	0
Gm11254	0	0	0	0	0	0	0	0	0	0
Gm11255	0	0	0	0	0	0	0	0	0	0
Gm11256	0	0	0	0	0	0	0	0	0	0
Gm11257	0	0	0	0	0	0	0	0	0	0
Gm11258	0	0	0	0	1	0	0	0	0	0
Gm11259	0	0	0	0	0	0	0	0	0	0
Gm11260	0	0	0	0	0	0	0	0	0	0
Gm11261	0	0	0	0	0	2	0	0	0	0
Gm11262	0	0	0	0	0	0	0	0	0	0
Gm11263	2	0	0	2	2	0	2	3	3	4
Gm11264	0	0	0	0	0	0	0	0	0	0
Gm11266	0	0	0	0	0	0	0	0	0	0
Gm11267	0	0	0	0	0	0	0	0	0	0
Gm11268	0	0	0	0	0	0	0	0	0	0
Gm11269	0	0	0	0	0	0	0	0	0	0
Gm11270	0	0	0	0	0	0	0	0	0	0
Gm11271	0	0	0	0	0	0	0	0	0	0
Gm11273	8	13	18	29	10	14	13	23	14	31
